KUNNR,BELNR,ZUONR,BLART,BLDAT,NETDT,VERZN,S_DMBTR,SGTXT,XBLNR
223637,9974788890,9974788890,DG,20251125,2025-11-25 00:00:00,44,-9700,"585,381.21 PDC 09.01",PR_GR11_531_ONNR
223637,9974789152,9974789152,DG,20251125,2025-11-25 00:00:00,44,-34909.47,"585,381.21 PDC 09.01",PR_GR11_525_ONNR
223637,9974789171,9974789171,DG,20251125,2025-11-25 00:00:00,44,-13126.04,"585,381.21 PDC 09.01",PR_GR11_520_ONNR
223637,9974789206,9974789206,DG,20251125,2025-11-25 00:00:00,44,-860.76,"585,381.21 PDC 09.01",PR_GR11_526_ONNR
223637,9974798914,9974798914,DG,20251202,2025-12-02 00:00:00,37,-500,"585,381.21 PDC 09.01",PR_GR12_51_ONNR
223637,9974798930,9974798930,DG,20251202,2025-12-02 00:00:00,37,-3395,"585,381.21 PDC 09.01",PR_GR12_55_ONNR
223637,9974799129,9974799129,DG,20251202,2025-12-02 00:00:00,37,-6790,"585,381.21 PDC 09.01",PR_GR12_62_ONNR
223637,9974799224,9974799224,DG,20251202,2025-12-02 00:00:00,37,-383.05,"585,381.21 PDC 09.01",PR_GR12_57_ONNR
223637,9974801690,9974801690,DG,20251203,2025-12-03 00:00:00,36,-11950.4,"585,381.21 PDC 09.01",PR_GR12_70_ONNR
223637,9974801740,9974801740,DG,20251203,2025-12-03 00:00:00,36,-24513.84,"585,381.21 PDC 09.01",PR_GR12_73_ONNR
223637,9974802431,9974802431,DG,20251203,2025-12-03 00:00:00,36,-22263.83,"585,381.21 PDC 09.01",PR_GR12_91_ONNR
223637,9974802606,9974802606,DG,20251203,2025-12-03 00:00:00,36,-43650,"585,381.21 PDC 09.01",PR_GR12_75_ONNR
223637,9974804441,9974804441,DG,20251204,2025-12-04 00:00:00,35,-4505.77,"54,247.31 PDC 11.01",PR_GR12_97_ONNR
223637,9974804578,9974804578,DG,20251204,2025-12-04 00:00:00,35,-970,"54,247.31 PDC 11.01",PR_GR12_100_ONNR
223637,9974806250,9974806250,DG,20251205,2025-12-05 00:00:00,34,-108.9,"54,247.31 PDC 11.01",PR_GR12_106_ONNR
223637,9974806251,9974806251,DG,20251205,2025-12-05 00:00:00,34,-410.2,"54,247.31 PDC 11.01",PR_GR12_116_ONNR
223637,9974806252,9974806252,DG,20251205,2025-12-05 00:00:00,34,-113.68,"54,247.31 PDC 11.01",PR_GR12_103_ONNR
223637,9974808279,9974808279,DR,20251207,2026-01-06 00:00:00,2,280138.12,"585,381.21 PDC 09.01",PO6812/00050/3
223637,9974808280,9974808280,DR,20251207,2026-01-06 00:00:00,2,255973.4,"585,381.21 PDC 09.01",PO6812/00050/2
223637,9974808281,9974808281,DR,20251207,2026-01-06 00:00:00,2,169766.21,"585,381.21 PDC 09.01",PO6812/00050/4
223637,9974808282,9974808282,DR,20251207,2026-01-06 00:00:00,2,175430.44,"585,381.21 PDC 09.01",PO6812/00050/1
223637,9974809242,9974809242,DG,20251208,2025-12-08 00:00:00,31,-1891.5,"",PR_WN12_24_NKNR
223637,9974809285,9974809285,DG,20251208,2025-12-08 00:00:00,31,-3977,"",PR_WN12_24_NKNR
223637,9974809337,9974809337,DG,20251208,2025-12-08 00:00:00,31,-2793.6,"",PR_WN12_13_NKNR
223637,9974809524,9974809524,DG,20251208,2025-12-08 00:00:00,31,-970,"",PR_WN12_34_NKNR
223637,9974809652,9974809652,DG,20251208,2025-12-08 00:00:00,31,-7760,"",PR_WN12_16_NKNR
223637,9974809762,9974809762,DG,20251208,2025-12-08 00:00:00,31,-1600.5,"",PR_WN12_16_NKNR
223637,9974809928,9974809928,DG,20251208,2025-12-08 00:00:00,31,-16899.04,"",PR_WN12_19_NKNR
223637,9974811578,9974811578,DG,20251209,2025-12-09 00:00:00,30,-31908.23,"54,247.31 PDC 11.01",PR_GR12_122_ONNR
223637,9974813534,9974813534,DG,20251210,2025-12-10 00:00:00,29,-4801.5,"",PR_GR12_133_ONNR
223637,9974813554,9974813554,DG,20251210,2025-12-10 00:00:00,29,-23272.98,"",PR_GR12_137_ONNR
223637,9974814059,9974814059,DR,20251210,2026-01-09 00:00:00,-1,23773.99,"54,247.31 PDC 11.01",SFA8704359
223637,9974814060,9974814060,DR,20251210,2026-01-09 00:00:00,-1,98860.47,"54,247.31 PDC 11.01",SFA8704360
223637,9974817571,9974817571,DG,20251212,2025-12-12 00:00:00,27,-1624.75,"",PR_GR12_180_ONNR
223637,9974817904,9974817904,DG,20251212,2025-12-12 00:00:00,27,-6809.400000000001,"",PR_GR12_180_ONNR
223637,9974817905,9974817905,DG,20251212,2025-12-12 00:00:00,27,-3092.36,"",PR_GR12_183_ONNR
223637,9974821746,9974821746,DG,20251215,2025-12-15 00:00:00,24,-107826.22,"585,381.21 PDC 09.01",PO6812/00050/2
223637,9974821753,9974821753,DR,20251215,2026-01-14 00:00:00,-6,107826.22,"107,826.22 PDC 17.01",PO6812/00050
223637,9974823036,9974823036,DR,20251216,2026-01-15 00:00:00,-7,2286634.93,"2,286,634.93 PDC 17.01",PO6811/00304
223637,9974828364,9974828364,DG,20251218,2025-12-18 00:00:00,21,-500,"",PR_GR12_191_ONNR
223637,9974829125,9974829125,DG,20251218,2025-12-18 00:00:00,21,-1457.63,"",PO6704/00146
223637,9974830921,9974830921,DR,20251219,2026-01-18 00:00:00,-10,371731.14,"516,546.34 PDC 20.01",PO6812/00050.
223637,9974830922,9974830922,DR,20251219,2026-01-18 00:00:00,-10,39683.79,"516,546.34 PDC 20.01",FOC_PO6812/00050
223637,9974830932,9974830932,DR,20251219,2026-01-18 00:00:00,-10,105131.41,"516,546.34 PDC 20.01",PO6812/00050/23
223637,9974832878,9974832878,DR,20251221,2026-01-20 00:00:00,-12,400643.57,"804,995.14 PDC 22.01",PO6812/00050/21
223637,9974832879,9974832879,DR,20251221,2026-01-20 00:00:00,-12,404351.57,"804,995.14 PDC 22.01",FOC_PO6812/00050
223637,9974832883,9974832883,DR,20251221,2026-01-20 00:00:00,-12,8809.19,"8,809.19 PDC 22.01",FOC/DD/23/12/25
223637,9974834482,9974834482,DG,20251222,2025-12-22 00:00:00,17,-8996.75,"",PR_GR12_225_ONNR
223637,9974834574,9974834574,DG,20251222,2025-12-22 00:00:00,17,-127.68,"",PR_GR12_227_ONNR
223637,9974834628,9974834628,DG,20251222,2025-12-22 00:00:00,17,-4248.6,"",PR_WN12_55_NKNR
223637,9974835058,9974835058,DG,20251222,2025-12-22 00:00:00,17,-3991.55,"",PR_WN12_45_NKNR
223637,9974835062,9974835062,DG,20251222,2025-12-22 00:00:00,17,-3836.35,"",PR_WN12_45_NKNR
223637,9974835081,9974835081,DG,20251222,2025-12-22 00:00:00,17,-3918.8,"",PR_WN12_42_NKNR
223637,9974835087,9974835087,DG,20251222,2025-12-22 00:00:00,17,-3104,"",PR_WN12_42_NKNR
223637,9974835091,9974835091,DG,20251222,2025-12-22 00:00:00,17,-2347.4,"",PR_WN12_42_NKNR
223637,9974835123,9974835123,DG,20251222,2025-12-22 00:00:00,17,-13580,"",PR_GR12_232_ONNR
223637,9974835345,9974835345,DG,20251222,2025-12-22 00:00:00,17,-600,"",PR_WN12_65_NKNR
223637,9974835556,9974835556,DG,20251222,2025-12-22 00:00:00,17,-1047.6,"",PR_WN12_74_NKNR
223637,9974835558,9974835558,DG,20251222,2025-12-22 00:00:00,17,-2037,"",PR_WN12_74_NKNR
223637,9974835705,9974835705,DG,20251222,2025-12-22 00:00:00,17,-1164,"",PR_WN12_55_NKNR
223637,9974835749,9974835749,DG,20251222,2025-12-22 00:00:00,17,-1047.6,"",PR_WN12_55_NKNR
223637,9974835751,9974835751,DG,20251222,2025-12-22 00:00:00,17,-12509.12,"",PR_WN12_68_NKNR
223637,9974835794,9974835794,DG,20251222,2025-12-22 00:00:00,17,-1164,"",PR_WN12_74_NKNR
223637,9974835960,9974835960,DG,20251222,2025-12-22 00:00:00,17,-7275,"",PR_WN12_71_NKNR
223637,9974836142,9974836142,DG,20251222,2025-12-22 00:00:00,17,-6382.6,"",PR_WN12_58_NKNR
223637,9974836162,9974836162,DG,20251222,2025-12-22 00:00:00,17,-525,"",PR_WN12_58_NKNR
223637,9974836188,9974836188,DG,20251222,2025-12-22 00:00:00,17,-600,"",PR_WN12_58_NKNR
223637,9974836205,9974836205,DG,20251222,2025-12-22 00:00:00,17,-970,"",PR_WN12_58_NKNR
223637,9974836535,9974836535,DG,20251222,2025-12-22 00:00:00,17,-525,"",PR_WN12_65_NKNR
223637,9974836540,9974836540,DG,20251222,2025-12-22 00:00:00,17,-2037,"",PR_WN12_55_NKNR
223637,9974836557,9974836557,DG,20251222,2025-12-22 00:00:00,17,-2444.4,"",PR_WN12_65_NKNR
223637,9974836682,9974836682,DG,20251222,2025-12-22 00:00:00,17,-2793.6,"",PR_WN12_77_NKNR
223637,9974836831,9974836831,DG,20251222,2025-12-22 00:00:00,17,-2910,"",PR_WN12_62_NKNR
223637,9974836832,9974836832,DG,20251222,2025-12-22 00:00:00,17,-1876.95,"",PR_WN12_65_NKNR
223637,9974836840,9974836840,DG,20251222,2025-12-22 00:00:00,17,-970,"",PR_WN12_65_NKNR
223637,9974837726,9974837726,DG,20251223,2025-12-23 00:00:00,16,-2444.4,"",PR_WN12_58_NKNR
223637,9974837763,9974837763,DG,20251223,2025-12-23 00:00:00,16,-1042.75,"",PR_WN12_58_NKNR
223637,9974837765,9974837765,DG,20251223,2025-12-23 00:00:00,16,-7760,"",PR_WN12_80_NKNR
223637,9974837781,9974837781,DG,20251223,2025-12-23 00:00:00,16,-1600.5,"",PR_WN12_80_NKNR
223637,9974838399,9974838399,DG,20251223,2025-12-23 00:00:00,16,-4365,"",PR_GR12_245_ONNR
223637,9974838430,9974838430,DG,20251223,2025-12-23 00:00:00,16,-104131.44,"",PR_GR12_242_ONNR
223637,9974838612,9974838612,DG,20251223,2025-12-23 00:00:00,16,-44575.38,"",PR_GR12_524_ONNR
223637,9974838769,9974838769,DG,20251223,2025-12-23 00:00:00,16,-7181.88,"",PR_GR12_527_ONNR
223637,9974839282,9974839282,DG,20251223,2025-12-23 00:00:00,16,-4505.77,"",PR_GR12_547_ONNR
223637,9974839442,9974839442,DG,20251223,2025-12-23 00:00:00,16,-9166.5,"",PR_GR12_522_ONNR
223637,9974839663,9974839663,DG,20251223,2025-12-23 00:00:00,16,-10776.7,"",PR_GR12_239_ONNR
223637,9974841868,9974841868,DR,20251224,2026-01-23 00:00:00,-15,35706.200000000004,"35,706.20 PDC 25.01",SFA8704405
223637,9974842513,9974842513,DG,20251224,2025-12-24 00:00:00,15,-17267.05,"",PR_GR12_579_ONNR
223637,9974842525,9974842525,DG,20251224,2025-12-24 00:00:00,15,-4365,"",PR_GR12_584_ONNR
223637,9974842593,9974842593,DG,20251224,2025-12-24 00:00:00,15,-2948.8,"",PR_GR12_574_ONNR
223637,9974842758,9974842758,DG,20251224,2025-12-24 00:00:00,15,-7740.6,"",PR_GR12_572_ONNR
223637,9974842759,9974842759,DG,20251224,2025-12-24 00:00:00,15,-14841,"",PR_GR12_593_ONNR
223637,9974843284,9974843284,DG,20251224,2025-12-24 00:00:00,15,-828.88,"",PR_GR12_600_ONNR
223637,9974843381,9974843381,DG,20251224,2025-12-24 00:00:00,15,-5875.4800000000005,"",PR_GR12_588_ONNR
223637,9974843382,9974843382,DG,20251224,2025-12-24 00:00:00,15,-9700,"",PR_GR12_597_ONNR
223637,9974843556,9974843556,DG,20251224,2025-12-24 00:00:00,15,-5820,"",PR_GR12_602_ONNR
223637,9974846459,9974846459,DG,20251225,2025-12-25 00:00:00,14,-970,"",PR_GR12_550_ONNR
223637,9974846462,9974846462,DG,20251225,2025-12-25 00:00:00,14,-2089.2200000000003,"",PR_GR12_565_ONNR
223637,9974846498,9974846498,DG,20251225,2025-12-25 00:00:00,14,-1711.25,"",PR_GR12_562_ONNR
223637,9974846501,9974846501,DG,20251225,2025-12-25 00:00:00,14,-562.1,"",PR_GR12_559_ONNR
223637,9974846872,9974846872,DG,20251225,2025-12-25 00:00:00,14,-2894.58,"",PR_GR12_556_ONNR
223637,9974846976,9974846976,DG,20251225,2025-12-25 00:00:00,14,-41293,"",PR_GR12_533_ONNR
224258,9974833877,9974833877,DR,20251222,2026-02-05 00:00:00,-28,22944.32,"",PKPO681213-0004
224258,9974833939,9974833939,DR,20251222,2026-02-05 00:00:00,-28,4969.92,"",PKPO681217-0023
224258,9974837338,9974837338,DR,20251223,2026-02-06 00:00:00,-29,13057.78,"",PKPO681219-0008
224258,9974843443,9974843443,DG,20251224,2025-12-24 00:00:00,15,-20211.77,"",PR_PC12_38_SMNR
224258,9974843456,9974843456,DG,20251224,2025-12-24 00:00:00,15,-48015,"",PR_PC12_35_SMNR
224258,9974844588,9974844588,DR,20251225,2026-02-08 00:00:00,-31,35851.1,"",PKPO681219-0036
224258,9974844924,9974844924,DR,20251225,2026-02-08 00:00:00,-31,20770.72,"",PKPO681221-0042
224258,9974847579,9974847579,DR,20251225,2026-02-08 00:00:00,-31,32200.06,"",PKPO681223-0004
224258,9974858020,9974858020,DR,20260106,2026-02-20 00:00:00,-43,50907.6,"",PKPO690104-0044
224258,9974862695,9974862695,DR,20260108,2026-02-22 00:00:00,-45,24021.88,"",PKPO690105-0039
226791,9974798657,9974798657,DR,20251202,2026-01-01 00:00:00,7,176218.93,"",SFA93604079
226791,9974798658,9974798658,DR,20251202,2026-01-01 00:00:00,7,584926.15,"",SFA93604076
226791,9974798687,9974798687,DR,20251202,2026-01-01 00:00:00,7,1194510.79,"",SFA93604077
226791,9974798688,9974798688,DR,20251202,2026-01-01 00:00:00,7,663547.17,"",SFA93604078
226791,9974798978,9974798978,DG,20251202,2025-12-02 00:00:00,37,-1455,"",PR_GR12_55_ONNR
226791,9974799176,9974799176,DG,20251202,2025-12-02 00:00:00,37,-6790,"",PR_GR12_62_ONNR
226791,9974799257,9974799257,DG,20251202,2025-12-02 00:00:00,37,-2667.5,"",PR_GR12_59_ONNR
226791,9974801784,9974801784,DG,20251203,2025-12-03 00:00:00,36,-31369.8,"",PR_GR12_70_ONNR
226791,9974801855,9974801855,DG,20251203,2025-12-03 00:00:00,36,-300,"",PR_GR12_80_ONNR
226791,9974801871,9974801871,DG,20251203,2025-12-03 00:00:00,36,-6305,"",PR_GR12_84_ONNR
226791,9974801900,9974801900,DR,20251203,2026-01-02 00:00:00,6,173504.35,"",SFA93604082
226791,9974801902,9974801902,DR,20251203,2026-01-02 00:00:00,6,186415.4,"",SFA93604083
226791,9974801904,9974801904,DR,20251203,2026-01-02 00:00:00,6,191011.55000000002,"",SFA93604084
226791,9974802266,9974802266,DG,20251203,2025-12-03 00:00:00,36,-5771.5,"",PR_GR12_86_ONNR
226791,9974802393,9974802393,DG,20251203,2025-12-03 00:00:00,36,-960.6,"",PR_GR12_91_ONNR
226791,9974802572,9974802572,DG,20251203,2025-12-03 00:00:00,36,-1940,"",PR_GR12_75_ONNR
226791,9974804437,9974804437,DG,20251204,2025-12-04 00:00:00,35,-20275.95,"",PR_GR12_97_ONNR
226791,9974804593,9974804593,DG,20251204,2025-12-04 00:00:00,35,-2910,"",PR_GR12_100_ONNR
226791,9974806253,9974806253,DG,20251205,2025-12-05 00:00:00,34,-5064.5,"",PR_GR12_112_ONNR
226791,9974806254,9974806254,DG,20251205,2025-12-05 00:00:00,34,-4346.14,"",PR_GR12_109_ONNR
226791,9974806255,9974806255,DG,20251205,2025-12-05 00:00:00,34,-3644.34,"",PR_GR12_106_ONNR
226791,9974806256,9974806256,DG,20251205,2025-12-05 00:00:00,34,-6961.71,"",PR_GR12_116_ONNR
226791,9974806257,9974806257,DG,20251205,2025-12-05 00:00:00,34,-5263.12,"",PR_GR12_103_ONNR
226791,9974809229,9974809229,DG,20251208,2025-12-08 00:00:00,31,-5092.5,"",PR_WN12_24_NKNR
226791,9974809306,9974809306,DG,20251208,2025-12-08 00:00:00,31,-13114.4,"",PR_WN12_13_NKNR
226791,9974809385,9974809385,DG,20251208,2025-12-08 00:00:00,31,-10340.2,"",PR_WN12_24_NKNR
226791,9974809670,9974809670,DG,20251208,2025-12-08 00:00:00,31,-18818,"",PR_WN12_16_NKNR
226791,9974809675,9974809675,DG,20251208,2025-12-08 00:00:00,31,-2837.25,"",PR_WN12_16_NKNR
226791,9974811517,9974811517,DG,20251209,2025-12-09 00:00:00,30,-35286.74,"",PR_GR12_122_ONNR
226791,9974811531,9974811531,DG,20251209,2025-12-09 00:00:00,30,-1413.6000000000001,"",PR_GR12_119_ONNR
226791,9974815708,9974815708,DR,20251211,2026-01-10 00:00:00,-2,227191.46,"",SFA93604097
226791,9974815709,9974815709,DR,20251211,2026-01-10 00:00:00,-2,928212.73,"",SFA93604096
226791,9974815710,9974815710,DR,20251211,2026-01-10 00:00:00,-2,185365.37,"",SFA93604095
226791,9974815711,9974815711,DR,20251211,2026-01-10 00:00:00,-2,704663.46,"",SFA93604093
226791,9974815712,9974815712,DR,20251211,2026-01-10 00:00:00,-2,913385.64,"",SFA93604094
226791,9974815713,9974815713,DR,20251211,2026-01-10 00:00:00,-2,247577.4,"",SFA93604092
226791,9974817394,9974817394,DR,20251212,2026-01-11 00:00:00,-3,231673.36000000002,"",SFA93604091
226791,9974817395,9974817395,DR,20251212,2026-01-11 00:00:00,-3,77597.14,"",SFA93604098
226791,9974817396,9974817396,DR,20251212,2026-01-11 00:00:00,-3,453316.24,"",SFA93604090
226791,9974817698,9974817698,DG,20251212,2025-12-12 00:00:00,27,-9428.4,"",PR_GR12_188_ONNR
226791,9974817922,9974817922,DG,20251212,2025-12-12 00:00:00,27,-6184.72,"",PR_GR12_183_ONNR
226791,9974823381,9974823381,DR,20251216,2026-01-15 00:00:00,-7,160826.84,"",FOC_PO1225680923
226791,9974823384,9974823384,DR,20251216,2026-01-15 00:00:00,-7,233993.31,"",FOC_PO2568120029
226791,9974823386,9974823386,DR,20251216,2026-01-15 00:00:00,-7,48099.22,"",SFA93604119
226791,9974823388,9974823388,DR,20251216,2026-01-15 00:00:00,-7,39547.47,"",FOC_PO2568120092
226791,9974828885,9974828885,DR,20251218,2026-01-17 00:00:00,-9,9294.880000000001,"",FOC_PO2568123878
226791,9974828886,9974828886,DR,20251218,2026-01-17 00:00:00,-9,21441.46,"",FOC_PO2568122355
226791,9974828887,9974828887,DR,20251218,2026-01-17 00:00:00,-9,51559.32,"",SFA93604137
226791,9974828888,9974828888,DR,20251218,2026-01-17 00:00:00,-9,41298.18,"",SFA93604150
226791,9974834485,9974834485,DG,20251222,2025-12-22 00:00:00,17,-5262.25,"",PR_GR12_225_ONNR
226791,9974834632,9974834632,DG,20251222,2025-12-22 00:00:00,17,-9506,"",PR_WN12_55_NKNR
226791,9974834998,9974834998,DG,20251222,2025-12-22 00:00:00,17,-40177.4,"",PR_WN12_55_NKNR
226791,9974835006,9974835006,DG,20251222,2025-12-22 00:00:00,17,-36345.9,"",PR_WN12_45_NKNR
226791,9974835070,9974835070,DG,20251222,2025-12-22 00:00:00,17,-34173.1,"",PR_WN12_45_NKNR
226791,9974835092,9974835092,DG,20251222,2025-12-22 00:00:00,17,-49918.11,"",PR_WN12_42_NKNR
226791,9974835096,9974835096,DG,20251222,2025-12-22 00:00:00,17,-37830,"",PR_WN12_45_NKNR
226791,9974835099,9974835099,DG,20251222,2025-12-22 00:00:00,17,-47161.4,"",PR_WN12_42_NKNR
226791,9974835104,9974835104,DG,20251222,2025-12-22 00:00:00,17,-48112,"",PR_WN12_42_NKNR
226791,9974835126,9974835126,DG,20251222,2025-12-22 00:00:00,17,-9506,"",PR_GR12_232_ONNR
226791,9974835350,9974835350,DG,20251222,2025-12-22 00:00:00,17,-5965.5,"",PR_WN12_65_NKNR
226791,9974835560,9974835560,DG,20251222,2025-12-22 00:00:00,17,-16703.4,"",PR_WN12_74_NKNR
226791,9974835710,9974835710,DG,20251222,2025-12-22 00:00:00,17,-16761.6,"",PR_WN12_55_NKNR
226791,9974835755,9974835755,DG,20251222,2025-12-22 00:00:00,17,-16703.4,"",PR_WN12_55_NKNR
226791,9974835757,9974835757,DG,20251222,2025-12-22 00:00:00,17,-9381.84,"",PR_WN12_68_NKNR
226791,9974835800,9974835800,DG,20251222,2025-12-22 00:00:00,17,-9506,"",PR_WN12_74_NKNR
226791,9974835803,9974835803,DG,20251222,2025-12-22 00:00:00,17,-16761.6,"",PR_WN12_74_NKNR
226791,9974835963,9974835963,DG,20251222,2025-12-22 00:00:00,17,-57909,"",PR_WN12_71_NKNR
226791,9974836145,9974836145,DG,20251222,2025-12-22 00:00:00,17,-36627.200000000004,"",PR_WN12_58_NKNR
226791,9974836169,9974836169,DG,20251222,2025-12-22 00:00:00,17,-6208,"",PR_WN12_58_NKNR
226791,9974836194,9974836194,DG,20251222,2025-12-22 00:00:00,17,-10999.800000000001,"",PR_WN12_58_NKNR
226791,9974836195,9974836195,DG,20251222,2025-12-22 00:00:00,17,-5965.5,"",PR_WN12_58_NKNR
226791,9974836211,9974836211,DG,20251222,2025-12-22 00:00:00,17,-5383.5,"",PR_WN12_58_NKNR
226791,9974836543,9974836543,DG,20251222,2025-12-22 00:00:00,17,-5383.5,"",PR_WN12_65_NKNR
226791,9974836564,9974836564,DG,20251222,2025-12-22 00:00:00,17,-4209.8,"",PR_WN12_65_NKNR
226791,9974836569,9974836569,DG,20251222,2025-12-22 00:00:00,17,-6208,"",PR_WN12_65_NKNR
226791,9974836575,9974836575,DG,20251222,2025-12-22 00:00:00,17,-10999.800000000001,"",PR_WN12_65_NKNR
226791,9974836689,9974836689,DG,20251222,2025-12-22 00:00:00,17,-13114.4,"",PR_WN12_77_NKNR
226791,9974836834,9974836834,DG,20251222,2025-12-22 00:00:00,17,-4365,"",PR_WN12_62_NKNR
226791,9974836844,9974836844,DG,20251222,2025-12-22 00:00:00,17,-5630.85,"",PR_WN12_65_NKNR
226791,9974837732,9974837732,DG,20251223,2025-12-23 00:00:00,16,-4209.8,"",PR_WN12_58_NKNR
226791,9974837768,9974837768,DG,20251223,2025-12-23 00:00:00,16,-18818,"",PR_WN12_80_NKNR
226791,9974837769,9974837769,DG,20251223,2025-12-23 00:00:00,16,-5630.85,"",PR_WN12_58_NKNR
226791,9974837785,9974837785,DG,20251223,2025-12-23 00:00:00,16,-2837.25,"",PR_WN12_80_NKNR
226791,9974838407,9974838407,DG,20251223,2025-12-23 00:00:00,16,-1164,"",PR_GR12_245_ONNR
226791,9974838439,9974838439,DG,20251223,2025-12-23 00:00:00,16,-7275,"",PR_GR12_247_ONNR
226791,9974838440,9974838440,DG,20251223,2025-12-23 00:00:00,16,-70247.40000000001,"",PR_GR12_242_ONNR
226791,9974838462,9974838462,DG,20251223,2025-12-23 00:00:00,16,-1212.5,"",PR_GR12_514_ONNR
226791,9974838470,9974838470,DG,20251223,2025-12-23 00:00:00,16,-1552,"",PR_GR12_515_ONNR
226791,9974838621,9974838621,DG,20251223,2025-12-23 00:00:00,16,-881.6,"",PR_GR12_524_ONNR
226791,9974838778,9974838778,DG,20251223,2025-12-23 00:00:00,16,-4309.13,"",PR_GR12_527_ONNR
226791,9974838784,9974838784,DG,20251223,2025-12-23 00:00:00,16,-7566,"",PR_GR12_520_ONNR
226791,9974839286,9974839286,DG,20251223,2025-12-23 00:00:00,16,-15770.18,"",PR_GR12_547_ONNR
226791,9974839300,9974839300,DG,20251223,2025-12-23 00:00:00,16,-3336.4500000000003,"",PR_GR12_537_ONNR
226791,9974839303,9974839303,DG,20251223,2025-12-23 00:00:00,16,-308.47,"",PR_GR12_541_ONNR
226791,9974839447,9974839447,DG,20251223,2025-12-23 00:00:00,16,-6111,"",PR_GR12_522_ONNR
226791,9974839665,9974839665,DG,20251223,2025-12-23 00:00:00,16,-26995.100000000002,"",PR_GR12_239_ONNR
226791,9974841882,9974841882,DR,20251224,2026-01-23 00:00:00,-15,332160.77,"",SFA93604166
226791,9974841883,9974841883,DR,20251224,2026-01-23 00:00:00,-15,330455.81,"",SFA93604165
226791,9974841884,9974841884,DR,20251224,2026-01-23 00:00:00,-15,246338.49,"",SFA93604167
226791,9974841885,9974841885,DR,20251224,2026-01-23 00:00:00,-15,244208.51,"",SFA93604163
226791,9974842311,9974842311,DR,20251224,2026-01-23 00:00:00,-15,918645.9400000001,"",SFA93604164
226791,9974842530,9974842530,DG,20251224,2025-12-24 00:00:00,15,-17460,"",PR_GR12_584_ONNR
226791,9974842676,9974842676,DG,20251224,2025-12-24 00:00:00,15,-2319.27,"",PR_GR12_590_ONNR
226791,9974842761,9974842761,DG,20251224,2025-12-24 00:00:00,15,-9079.2,"",PR_GR12_593_ONNR
226791,9974843159,9974843159,DG,20251224,2025-12-24 00:00:00,15,-8612.22,"",PR_GR12_588_ONNR
226791,9974843385,9974843385,DG,20251224,2025-12-24 00:00:00,15,-9700,"",PR_GR12_597_ONNR
226791,9974845581,9974845581,DR,20251225,2026-01-24 00:00:00,-16,260814.71,"",SFA93604169
226791,9974846146,9974846146,DG,20251225,2025-12-25 00:00:00,14,-2734.13,"",PR_GR12_531_ONNR
226791,9974846465,9974846465,DG,20251225,2025-12-25 00:00:00,14,-2910,"",PR_GR12_550_ONNR
226791,9974846467,9974846467,DG,20251225,2025-12-25 00:00:00,14,-10307.36,"",PR_GR12_565_ONNR
226791,9974846505,9974846505,DG,20251225,2025-12-25 00:00:00,14,-37539.090000000004,"",PR_GR12_533_ONNR
226791,9974846508,9974846508,DG,20251225,2025-12-25 00:00:00,14,-4119.6900000000005,"",PR_GR12_562_ONNR
226791,9974846512,9974846512,DG,20251225,2025-12-25 00:00:00,14,-3724.26,"",PR_GR12_559_ONNR
226791,9974846874,9974846874,DG,20251225,2025-12-25 00:00:00,14,-4028.1,"",PR_GR12_556_ONNR
226891,0820000248,"",IC,20251221,2026-01-20 00:00:00,-12,136197.64, AOA Wyeth Summit meeting,0001557073
226942,0800015690,w/tax=00199,MI,20251215,2026-01-14 00:00:00,-6,61.02,Big C = 00199 = 20251215 = 441010010002856,W/TAX=00199
226942,0800015691,w/tax=00200,MI,20251215,2026-01-14 00:00:00,-6,87.5,Big C = 00200 = 20251215 = 449110150001385,W/TAX=00200
226942,0800015692,w/tax=00201,MI,20251215,2026-01-14 00:00:00,-6,0.33,Big C = 00201 = 20251215 = 449110180000258,W/TAX=00201
226942,0800015693,w/tax=00202,MI,20251215,2026-01-14 00:00:00,-6,84.24,Big C = 00202 = 20251215 = 441010010002847,W/TAX=00202
226942,0800015694,w/tax=00203,MI,20251215,2026-01-14 00:00:00,-6,91.4,Big C = 00203 = 20251215 = 449110090001125,W/TAX=00203
226942,0800015695,w/tax=00204,MI,20251215,2026-01-14 00:00:00,-6,17018.09,Big C = 00204 = 20251215 = 421010010002412,W/TAX=00204
226942,0800015696,w/tax=00205,MI,20251215,2026-01-14 00:00:00,-6,920.25,Big C = 00205 = 20251215 = 421010010002412,W/TAX=00205
226942,0800015697,w/tax=00206,MI,20251215,2026-01-14 00:00:00,-6,28554.14,Big C = 00206 = 20251215 = 441010010002816,W/TAX=00206
226942,0800015698,w/tax=00207,MI,20251215,2026-01-14 00:00:00,-6,399045.09,Big C = 00207 = 20251215 = 421010010002421,W/TAX=00207
226942,0800015699,w/tax=00208,MI,20251215,2026-01-14 00:00:00,-6,211989.79,Big C = 00208 = 20251215 = 421010010002421,W/TAX=00208
226942,0800015700,w/tax=00209,MI,20251215,2026-01-14 00:00:00,-6,1716128.21,Big C = 00209 = 20251215 = 441010010002827,W/TAX=00209
226942,0800015701,w/tax=00210,MI,20251215,2026-01-14 00:00:00,-6,53304.33,Big C = 00210 = 20251215 = 449110090001120,W/TAX=00210
